speaker,timestamp,words,tags
Charles McKesson,6:57,We didn't see it no different.,
Alex Bouk,6:58,No different.,
Charles McKesson,6:59,"We all played ball together. We joked with each other. We, we just had fun. We, we really didn't at that  point, didn't know a difference.",
Alex Bouk,7:08,Yeah. That's beautiful. How were relationships between like faculty and staff of different races with their  students?,
Charles McKesson,7:18,"We really didn't have much except for when I got to the third grade and there was one teacher that I was  making all A's through and I was passing the classes in her third grade and they, she gave me a failing  grade I, which I don't know why, and my parents couldn't understand why. So we, we chalked it up to  that.",
Alex Bouk,7:40,"Okay. Um, could you tell me about what a typical day in school looked like for you?",
Charles McKesson,7:50,"<laugh>. <laugh>, uh, we would get there and we would learn to read and write and we'd have recess,  which we were looking forward to. And pretty much a typical school day.",
Alex Bouk,8:04,Just typical. I like that.,
Charles McKesson,8:05,Yeah. Just a typical school day.,
Alex Bouk,8:10,"Um, in your experience with obviously your family and other people around you, did family or friendship  or community relationships change because of desegregation?",
Charles McKesson,8:24,Not really.,
Alex Bouk,8:25,Not really.,
Charles McKesson,8:25,"Not, not in my opinion. It did because we grew up in a mixed neighborhood on Rocky Ford Street, and  that was a village. I, I had white neighbors. We played together, we, because, and I didn't see any  difference growing up and my parents made a point to make us see it, not see any difference,",
Alex Bouk,8:44,"I really like that. That's awesome. Is there any particular person, teacher, family member, I know you  spoke about your grandfather, um, that stands out to you in this during this time period?",
Charles McKesson,9:01,My grandmother.,
Alex Bouk,9:02,Your grandmother?,
Charles McKesson,9:02,"My mom's mom. She always told me ""There's no such word as can't.""",
Alex Bouk,9:07,Mm.,
Charles McKesson,9:07,You're just as good or better than anyone else. So there's no such word as can't.,
Alex Bouk,9:12,"I like that a lot. Um, do you have, were there any leaders of groups or collective events you or your family  participated in related to desegregation?",
Charles McKesson,9:25,No.,
Alex Bouk,9:26,Okay. Did you have any experiences with discrimination outside of the school environment that you'd  like to share with us?,
Charles McKesson,9:39,"I can't think of anything that was just, just judged basically on race, because that's not the way I see life.",
Alex Bouk,9:47,"Right. Okay. Um, how did this experience shape you as an adult, either personally or in your career?",
Charles McKesson,9:59,"But my grandmother's words have always said, there's no such word as can't, so I do 10 times better than  anyone else, and I'll make sure I do that because there's no such word as can't.",
Alex Bouk,10:11,Right.,
Charles McKesson,10:11,None.,
Alex Bouk,10:12,"Right. Um, do y'all have any questions you would like to ask?",
Keya Nandi,10:16,"Um, yes, I do. So when you joined school, did you have any, oh, I'm sorry if you can't hear me as well,  but did you have any career, um, like in mind and as you grew older, did that career seem, um, like  reachable to you or did it change or how did that, like how does that, how did that shape who, what career  you ended up in? Today is my question.",
Charles McKesson,10:42,I've worked at commercial radio for 40 years. Radio is always what I wanted to do.,
Keya Nandi,10:47,Okay.,
Charles McKesson,10:48,"Uh, and I still lean on my grandmother's words, no such word as can't. So I applied myself and I've been  doing commercial radio commercial voiceovers for over 40 years.",
Keya Nandi,11:00,Awesome. That's really cool. I've never met anyone in that industry.,
Alex Bouk,11:06,"How has that been, that's such an interesting career. I know that obviously you love it.",
Charles McKesson,11:12,"It's been a journey. It, it has been",
Alex Bouk,11:13,A journey.,
Charles McKesson,11:14,"A journey. But with consolidation back in the eighties, everything is getting smaller.",
Alex Bouk,11:18,Mm.,
Charles McKesson,11:19,"So I'm at, in my home studio now, I still do afternoons for the radio station. Plus, uh, I have picked up a  second career. I'm the, uh, public information officer for community corrections here in the city. So, uh,  I'm handling two jobs.",
Alex Bouk,11:36,"Oh, very, very interesting. Um, would you mind telling us which radio station you work for?",
Charles McKesson,11:42,107.9 WBTF 107.9 The Beat.,
Alex Bouk,11:49,Amazing. What is important for people to know and understand about your life or desegregation from  your point of view?,
Charles McKesson,12:01,"That people are people. Skin coloring is just a, is just a wrapping. Everybody has a heart, soul. We have  more in common than we have apart, and we just have to be stop being crazy about skin color that one  person's gonna do better because they're this one person's gonna do better because they're that It's not, it's  all here. It's all in the mind. Mm-Hmm.",
Alex Bouk,12:27,Mm-hmm,
Charles McKesson,12:27,It's all what you put yourself and apply yourself to it.,
Alex Bouk,12:34,Are there any other stories or thoughts you'd like to share with us or are there any questions you wish we  would've asked you before now?,
Charles McKesson,12:43,I can't think of anything.,
Alex Bouk,12:44,"Okay, perfect.",
Charles McKesson,12:45,"Really,",
Alex Bouk,12:47,"Ethan, do you have anything you would like to add?",
Ethan Scheurich,12:49,"Um , I guess not",
Alex Bouk,12:51,Keya?,
Keya Nandi,12:52,"Um, thank you so much for your time.",
Ethan Scheurich,12:54,"Yeah, of course. Thank you.",
Charles McKesson,12:55,"Oh, thank you for having me. I appreciate it.",
Alex Bouk,12:57,"We really appreciate you taking the time to zoom in with us. Um, thank you so much for sharing your  story. I think that it was just such a beautiful explanation, very informative. Um, this perspective is  something that I, I don't think we have enough of, and I'm just so, so grateful that you took the time to  meet with us. This has been really amazing. Um,",
Charles McKesson,13:20,Thank you for having me. I appreciate it,
Alex Bouk,13:21,"Thank you so much. After this interview gets transcribed, uh, Dr. McKesson will contact you so you can  read through the transcript, make sure everything looks right to you. And if you have any questions for  her, just shoot her email, shoot her text. Um, we'll be happy to make sure you have any, anything you  need. Um, I do have one more form I just need to know, um, for like copyright and licensing purposes,  since this is going in through the library, um, you can give us either, you can either transfer this to like the  public domain so that like there's no copyright on it.",
Charles McKesson,14:02,Mm-Hmm.,
Alex Bouk,14:02,"Um, or you can have the non wait hold on. Or you can give the copyright to the museum and the library,  which gives you a non-exclusive license for the complete and unrestricted right to reproduce, publish,  broadcast, transmit, perform, or adapt this interview. And then you can also just main retain the copyright  to this interview and grant a non-exclusive license to the museum and library for distribution to the public  for non-commercial education purposes. Um, just under fair use of the copyright law. So do you have a  preference?",
Charles McKesson,14:41,"Uh, I don't, I, I'll talk to Leslie and, and ask her and she'll tell you.",
Alex Bouk,14:50,"Perfect. Thank you so much. Okay. We'll just make, we'll, we just wanna make sure that your story is  yours",
Charles McKesson,14:56,Yes.,
Alex Bouk,14:56,And that it stays with you. Okay?,
Charles McKesson,14:58,Okay. Sounds good.,
Alex Bouk,14:59,We thank you so much for being here. Have a great rest of your day.,
Charles McKesson,15:03,"Thanks, you too.",
Alex Bouk,15:04,Have a good one. Bye.,
Charles McKesson,15:05,Thanks. Bye.,
