speaker,timestamp,words,tags
Rita Rankin,0:19:16,"You know, it was first and second grade. Yeah. So, you know, different. I would say though just in general and having, having had children who have been through the school system, the same school system that I went through I didn't, I oftentimes as a mom of students, I found that things weren't a lot different as far as expectations. You know, counselors were given I had a counselor tell one of my kids, you need to go to community college. And my kids were all being groomed or being you know, being taught to go and, and prepared to go to college, you know, or whatever they wanted to do. But college was it. So your question again?",
Clara Wilson,0:20:00,It was just how you felt you understood material.,
Rita Rankin,0:20:03,"Yeah. I, I, you know, I struggled in, in, in math and then I became a nurse. So, you know, people weren't doing their their best <laugh>. Yeah. You know, and it wasn't, I I'm glad you said that. You reminded me. I, I that very teacher that I talked about, that was mean. She, I had forgotten about this. She hit me at the she hit me on the back of my legs here for missing a problem, math problem on the board for getting it wrong. And that was, it must have been on a Friday. And my mom was getting my legs ready, you know, like putting lotion on for church, I believe it was. And saw two bruises on the back of my calves. And Monday, she did go to the school. I forgot, she did go to the school for me, you know, because she had, she'd hit me for not being able.",
,0:21:02,"So, you know, and, and I struggled with math all the way through school when actually, and I was probably a, I was a C student in math, I remember in high school and struggled with algebra two. But it, we talk about that a lot with kids because it's a general thing that has happened to Black students. I know as a parent and a teacher, when I taught just a little while at Freedom, that was one of the issues that the, the principal prior that hired me had, was trying to fix the grades in math, because that's where populations of Black males and Black females struggled. And I did. And it was, you know, she, there was no way you were gonna ask another question or get clarification when you're hit, you know, when you get something wrong. So.",
Ella Lowman,0:21:50,Mhmm,
Rita Rankin,0:21:51,Yeah.,
Ella Lowman,0:21:51,"Absolutely. Yes. And then on, so we kind of talked on the teacher basis and the faculty basis. Do you have any memories of the relationships between students of different races? And different backgrounds?",
Rita Rankin,0:22:08,"Yeah. you know, I think generally the kids, we as kids, like kids will do. We, like I said, I made a friend",
Ella Lowman,0:22:16,"Mm-Hmm. <Affirmative>,",
Rita Rankin,0:22:16,"You know, I, I can can remember having in third grade, I can remember the, the building that is no longer there, where we had classes. 'Cause you know, they've renovated and torn that particular building down. But I can remember us being outside, playing dodge ball and having fun. You know, I, I remember fun times I'm sure, and I, I do remember that, you know, older students, like the ones that were in high school would have more, you know, to say about that transition as adults, as we talked as adults. Yeah. But generally we were, you know, the, the other kids, I don't remember being picked on particularly because of my race or called names outside of my character, you know, by other students at that time. I, I don't remember. I've had that stuff happen.",
Ella Lowman,0:23:04,Yeah.,
Rita Rankin,0:23:04,"But I don't remember it happen in, you know, third grade or fourth grade or those early years. Mm-Hmm.",
Rita Rankin,0:23:10,"Of high, of elementary. In that transition,",
Ella Lowman,0:23:13,"Did you see it more as like, growing older?",
Rita Rankin,0:23:16,Mm-Hmm.,
Ella Lowman,0:23:17,<Affirmative> in high school.,
Rita Rankin,0:23:18,"Yeah. Yeah. And even in, in high school, we weren't as privy to that as I have been as an adult.",
Ella Lowman,0:23:25,Mm-Hmm. <affirmative>,
Rita Rankin,0:23:26,As an adult. Yeah. Yeah.,
Ella Lowman,0:23:30,"And then another question has come, kind of come up in other interviews is the shift in your community base and the Black community. If you felt desegregation in the integration of school systems, kind of pulled away the inter-community feel or if you feel it helped strengthen?",
Rita Rankin,0:23:54,"Hmm. I think our area, Glen Alpine we are, like I said, a smaller little",
Ella Lowman,0:24:02,Yeah.,
Rita Rankin,0:24:03,"Suburb of, of Morganton. So I, I've thought about this and I thought we really need to be in a group, the group of us interviewing us and see what we all think as a group. And I meant to have some input from my friends, but we just haven't had time. I do think that, I'm sorry. Ask me your question again.",
Ella Lowman,0:24:27,"Oh, you're good. If it so just if it took away integration, desegregation Yeah.",
Rita Rankin,0:24:32,"Yeah. As an adult, I feel like it did take away some things. But, you know, that was gonna be the price of gaining what we needed to gain, you know I listened for, I've always listened to my mom talk about, and my dad talk about, you know, the books that they got were the books that were being thrown out at the white school. And, you know, so we knew, you know, we knew it was progress. Supposedly progress. But, you know, I feel, I do feel sometimes because of the value that we feel in ourselves, we, we don't get that always at school because, you know, I think a lot of times we expect 'cause we revere our teachers, and it's just like we revere our nurses often. Well, hopefully we do. But <laugh>. But oftentimes it's like I've said to people, you know, we as nurses, we do not walk into the hospital floating two feet off the ground. We bring who we are to the position.",
Ella Lowman,0:25:32,Mm-Hmm. <affirmative>.,
Rita Rankin,0:25:33,"And so, you know, we hope that those teachers gained some insight by being around, you know, children of color and, but they brought who they were and who they may continue to be to the classroom. And if you're not engaging in ways that are meaningful with people, Black people at that time, you know just like now when thing, you're hearing so much noise that isn't true about each other, it's hard to, you know, if you don't actively engage, then you're gonna always think that those, the other is the other, you know? So I do believe that it was necessary. I do now truly encourage any student of color to go to an HBCU, which, because that's the, the time we have to immerse back in our culture and, and get loved and nurtured and educated about things that we, you know, because there's so much information, we as a whole don't get about our story, our experience versus automatically live in, I'm gonna say it this way, a white world.",
Ella Lowman,0:26:48,Mm-Hmm.,
Rita Rankin,0:26:48,"So, absolutely. But let me add this. Oh, yeah. But if we talk about that, if we talk about the fact that we would like to see, and, you know, I don't, I I don't have an answer for that yet. Yeah.",
Ella Lowman,0:27:02,Yeah.,
Rita Rankin,0:27:02,"But if we, if I would say I would like to see us have schools, like some places do in larger cities just for our children, Black kids or kids of color. That is seen as, you know, that's taken by the white community very negatively. They don't understand where we are coming from, and they think we're trying to do something that is not what we're trying to do. You know, we, we wanna teach our history the right way, our country's history, you know, and we are a big part of that. So in order to do that and do it well and nurture our kids the way they need to be loved and nurtured and taught, sometimes that's the best way is to have them in. Because we, we do not get that, you know, they, I went to a PWI, I loved my experience, but I went to a PWI, because my experience in this community, I don't think prepared me well to know that's for you to go somewhere other than, and at that time, that was 1976. We were, you know, it, it, a PWI was where you go if you want to have the best opportunity after graduation. That's what we were told, or that's what the culture was telling us. The American culture was telling us at that time. And even though my parents both attended HBCUs in their years in the 50, they weren't able to stay there and to graduate because of family need. But, you know, we, we, we need to encourage immersion.",
Ella Lowman,0:28:45,Mm-Hmm. <Affirmative>,
Rita Rankin,0:28:45,Into areas like that as well.,
Ella Lowman,0:28:47,"Mm-Hmm. <affirmative>. Absolutely. and then, let's see. When you, so you kind of talked, touched on this too, with the books and the resources that became more available when integration happened. Do you remember anything else about the resources? Like any more resources that stuck out to you or activities that were made available?",
Rita Rankin,0:29:24,"You know, I remember I don't think, I wasn't aware, you know, at that time of what, what wasn't being provided or like in my mom and thems case, you know, I wouldn't, I just didn't, didn't know to be aware of that. I remember in fourth grade, I wanted to be in the band, and we'd gotten something that said, you can, and for some reason, my mom and dad couldn't make the, they either forgot or couldn't make the meeting that evening. My mom worked second shift during that time, so that might have been it. And I, you know, I just was like, I really want to be in the band. I wanted to play clarinet. I wanted to be in the band. And my mom, my mom said, “I don't think we can, you know, the meeting's passed.” And I was like, “We should still go back.” And I'm still that way today. “We should still go back and, you know, see if they'll let me join.” And she would not do it. You know, I think it was that some of her upbringing, 'cause that stuck with her. She was born in 1934, you know, and there were things you just didn't do and you didn't push. And so she just, for whatever reason, let it go. But I remember, you know, I remember that things that we may have wanted to do that weren't as available to us. And that, that wasn't necessarily the school's fault. But, you know, I just remember in general, it was it like cheerleading. I remember in, in trying out for cheerleading in junior high, and all the girls that were picked were white that sticks with you. 'Cause we kind of knew we weren't gonna get picked, but we still tried out.",
Ella Lowman,0:31:03,Yeah.,
Rita Rankin,0:31:03,You know? Yeah.,
Ella Lowman,0:31:09,"And with before segregation you, do you remember any, I guess you were pretty young, but or before desegregation. Mm-Hmm. <affirmative>,",
,0:31:20,"Sorry. Do you remember the spec, like support systems that you had at McAlpine that kind of felt shifted or lost when you moved over to Glen Alpine?",
Rita Rankin,0:31:36,"I would say, you know, like you said, it's a little different. But I remember things like the cafeteria when we would go to lunch, the cafeteria ladies, which they were at Glen Alpine 'cause they hired a lot of the folks, like my aunts worked in the cafeteria. The food was always delicious back in those days. It was delicious. But I remember, you know, things like, like that, that we missed, you know, like you would go to the cafeteria was no longer that warm, cozy little, you know, cafeteria. It was just a feeling, I think more than anything. And of course, back in those days, we were being, we were just doing whatever we were told. So it was very, a very what's the word? But, you know, we were falling in line and doing exactly what we were told. So didn't think about it a lot as much, you know, at least. I mean, yeah. But, but there was a feel of, you know, when I, it was just a different feeling. Yeah. We went from one, it's like going from home.",
Ella Lowman,0:32:36,Mm-Hmm. <affirmative>,
Rita Rankin,0:32:37,To a strange land.,
Ella Lowman,0:32:39,Yeah.,
Rita Rankin,0:32:39,"You know? Mm-Hmm. <affirmative>. Yeah. Because we were in church on Sundays with people who looked like us. We were, you know we were everything. Our home, our, you know, I spent the Sundays with family, you know. And then on Monday, you know, but it was those first two years of school. I can remember going to first grade, very first day of first grade. My, we, we didn't ride a bus. My mom caught a ride 'cause she didn't drive. So we, one of our neighbors that lived on the road, and my neighbor across the street, him and his aunt, and me and my mom, and then the person driving in the car, and they drove us up the road, which is about a mile from my house to McAlpine. And, you know, I just remember knowing we were going to school that day, and I was six. That's, that's my memory of that time. And then I remember, like I said, getting the paddles from, you know, those teachers in, in McAlpine were very, very strict. They were not just teaching us education. They were teaching us life.",
Ella Lowman,0:33:45,Mm-Hmm. <affirmative>.,
Rita Rankin,0:33:45,"So, you know, I got popped on the hand with a very thick ruler for putting my feet up on the back of the chair, you know, and you were supposed to have your legs and your knees touching your feet, you know, together. So they were very, it was very much an environment of nurturing. I may have not have realized that at the time, but I know that's what it was now. And there weren't, you know, there at, at Glen Alpine. Like I said, I was young and there were, there are some good memories. You know. But as an adult, when you look back, it has, you have a lot of clarity. A lot more clarity.",
Clara Wilson,0:34:26,"Yeah. Yeah. Looking back on all that you've experienced, do you feel like, how much of that do you think has impacted, like, where you are today? Like, you became a nurse, right?",
Rita Rankin,0:34:36,I Did.,
Clara Wilson,0:34:36,"So how much of that do you think is played from that, your past experiences?",
Rita Rankin,0:34:40,"Yeah. I think all, you know, I think it's all a culmination of things. I grew up wanting to be a teacher and a nurse. My mom had studied to be a teacher. And it's interesting because caring for people is part of my nature. You know, being a caring person, being outgoing, being friendly, being kind. My parents taught us the golden rule is how you treat people. And that is my go-to no matter what still this day. But, you know, it's hard sometimes, but you treat people how you wanna be treated. Solves a lot of problems. But my thoughts just keep wandering. But tell me the main point of your question again.",
Clara Wilson,0:35:29,Is how do you think your past experiences shaped who you are?,
Rita Rankin,0:35:31,"Yes. I, I feel like I'm, I'm coming sincerely into a full circle, particularly now that, you know, we've had, not even the election on Tuesday, but just the general climate of the country over the last few years. And now that we have elected or the country has elected the president that they president-elect that they have, it feels very much Like, okay.",
,,"I mean, it feels different, but it feels very much like we're in that segregated society again. It's that, you know, we're just ultimately headed there in some way. It just feels very, very more serious, dangerous, you know, I think I was a child oblivious, in ways, you know? I can remember walking into, and I know this is not our education, education question, but I can remember as a group of us walking into the Woolworths. 'Cause we have a, we had a Woolworths and I, well, I can remember the two things. I can remember walking in there as a child with my mom and dad 'cause and when we went shopping, we all went together. If we had to go to town, we went to the grocery store and went going to town was what we called, coming from Glen Alpine to Morganton. And to either go grocery shopping or go clothing shopping. And everything was on the streets of downtown Morganton. And I can remember walking into Woolworths many times, looking over at that orange bubbly…",
Ella Lowman,0:37:03,You're good,
Rita Rankin,0:37:04,"Orange bubbly fountain drink. And knowing that I couldn't have it. I can still see that in my mind. You know. So that's just part of, like I say, you know, it, it is really is a full circle. I, it's interesting because taking care of others when, and as a nurse, I have been in rooms where I knew they did not respect me. But a lot of times as a nurse and, and you know, folks will say, “Well, they love the nurse.” And yes, we do. We do love the people who are doing, treating us well and taking care of us. But often you still can see some of people's biases.",
Ella Lowman,0:37:45,Mm-Hmm.,
Rita Rankin,0:37:46,"In, in those kinds of situations. You know, I've had, I had a woman ask me one night, she needed someone to come work in her home. I was in my nursing uniform taking care of her at night. And she asked me if I wanted to come work for her in her home. And she did not mean as a nurse. And I graduated from nursing school in 1987, so this was probably around ‘89, ‘90 somewhere. And, you know, for her, that was normal for her. Very old, you know, little old white-haired lady. It was normal for her. She didn't think anything of it. I was quite offended. But, she didn't think anything of it. So I do think it's just, you know, I think it's a great blessing to be, have lived from then to now, because look at what I've been able to see.",
Ella Lowman,0:38:31,Mm-Hmm.,
Rita Rankin,0:38:31,"And understand, you know, it doesn't necessarily make this moment any easier. I think it does give me and us a resolve, but I don't, I'm not sure, you know, we, I'm just not sure what to expect now 'cause we're looking like, we're going back to the fifties when I was born.",
Ella Lowman,0:38:53,"Do you have any sort of along those lines with how you pursue things in your life and your outlook on life with the Golden Rule? Sort of how, how you go about pursuing things or I don't, like",
Alexis Robinson,0:39:18,Do you approach situations differently?,
Ella Lowman,0:39:20,"Yeah, do. Yeah.",
Alexis Robinson,0:39:21,"Just with that outlook,",
Rita Rankin,0:39:24,With the outlook of,
Alexis Robinson,0:39:26,Always wanting to treat people equally.,
Rita Rankin,0:39:28,"Well, I do. Yeah. It, it really makes it hard. To, to, it makes it easy on the one hand, because I have that as my foundation. And my parents raised us to love God and believe in God, and to try to live a godly life. Now, that has really bought itself into focus over the adult years of my life. And, you know, I now feel like I'm in a place where my faith really leads and guides me. But it is still extremely difficult to be golden rule-ish to people who treat me with disrespect or would treat, you know, it's just very difficult. But, you know, my heart is, I'm a very socially conscious person, and I'm also a very social person. So it's gonna be interesting to, to, to enter the world again. And I'm gonna say it this way, post-election, being a child of segregation and integration because you really don't know who to trust. Yeah, you don't know who, who really is your friend. You don't know who wants truly you don't know who would wish you, I feel like now more since Tuesday night, who wishes me harm. I mean, I felt it before, but now I really feel it, you know? So it is, it's gonna be hard, but it's hard. It's been hard. But, you know, the golden rule is a great, great, great way to, to have in your heart and your mind, you know, because you, do, you treat people the way you wanna be treated. And that's just, I mean, it, it has worked in so many situations. I've been in a situation with a family member where they weren't happy that someone in the family was dating someone white. And I'm like, but you are doing the same thing that they are doing to us or did to us. It's not, you know, it doesn't make any sense.",
Clara Wilson,0:41:35,Mm-Hmm. <affirmative>.,
Rita Rankin,0:41:35,"So I, I, I pray it won't be as hard as I feel it will be.",
Ella Lowman,0:41:40,Yeah.,
Rita Rankin,0:41:41,Because I feel like I just need to shut myself off.,
Ella Lowman,0:41:43,"Yeah. Mm-Hmm. <Affirmative>,",
Rita Rankin,0:41:44,"I really do. I feel like I need to not speak, not be social, walking the grocery store, the wherever, and just not show my joy.",
Clara Wilson,0:41:53,Yeah.,
Rita Rankin,0:41:53,"Because it, it just, I feel like I need to be more guarded to protect myself.",
Alexis Robinson,0:41:59,"So do you feel, like, you said you come from a very smaller community, kind of outside of Morganton.",
Rita Rankin,0:42:03,Yes.,
Alexis Robinson,0:42:03,"Do you feel like you have a good amount of support there and now in these current times versus if you like leave and you go to other places, do you notice a difference there?",
Rita Rankin,0:42:13,"Yeah. Yes. And usually the places I go you know, a lot of times because of my personal situation lately, I've been caregiving was caregiving for the last few years. And so my travel has been limited. When I go, I usually go to family and friends. Or friends and or both. So that, and so, you know, that keeps you in a little bubble.",
Ella Lowman,0:42:40,Yes.,
