speaker,timestamp,words,tags
,8:28,"So once again, the anger came. I got tired of being beat up and called out of my name because I thought that I was just as equal as they were. And when that didn't happen, you know, she called me an N word in front of the teacher, nothing was done about it. And I said, well, I'll see you after school. So once we got up to the Morganton High School, I walked up behind her and her boyfriend and I kicked her and she turned around. You kicked me. I said, I'm gonna do more than that, <laugh>.",
,9:04,"And, uh, boyfriend didn't do anything. And she was a little short girl. And I picked her up and I said, you remember when you called me <laugh>? Okay. I let her know that, you know, if you want me to respect you, I'll respect you if you respect me. And so we went from there. So those are my experience, you know, just going through that process. And that followed me up until, I guess my what? So the seventh, eighth grade, eighth grade, I kind of calmed down a little bit. Then by the ninth grade when we was at, um, Morganton High School, not Morganton High School, that was West Corncard Street, got some more experience there where, uh, I was walking down the hall, going to my locker. The bell had rung, I'm putting stuff in my locker, and this guy comes by and he's pushes me into the locker. And I asked, I followed him to his classroom and I went to his desk and I asked him, I said, why did you push me into the locker? And he was one of my classmates that I graduated with. And I reminded him at our last reunion, <laugh> <laugh>.",
,10:21,"And uh, he said, uh, because I wanted to, I said, because you wanted to. I said, you're not gonna even apologize to me. He said, no, why should I? And at that time, the anger came back out of me. So when he made that statement, I just turned and I slapped him so hard that it vibrated through the classroom. And then I went up to the teacher and I said, I apologize for interrupting your class. And I left out and went on to my class. We laugh about it now, but then it wasn't funny. Mm-Hmm. <affirmative> Okay. It wasn't funny. And then I got to play basketball with the team. And just in our travel, sometimes we would have, uh, other schools calling the blacks the N word. Okay. And I did delt that with that up until high school. And then by the time I got to high school, I was told that I could no longer play basketball, uh, because I was too old.",
,11:33,"So through that process of being put in a special ed, then I got, you know, that thrown in my face. And the young man that was in my class that I grew up with, he was a football player. And I just learned here. I thought he wasn't penalized like I was. But in talking with him, after I did my presentation at the memorial thing, um, the, um, he told me, he said, uh, I didn't get to play the football the whole year just like you did. I said, that's interesting, you know, that we got penalized because they put us back and now we are too old and we can't play.",
Sara,12:18,"Mm-Hmm. <affirmative>. Um, do you think that like being on the team helped with like desegregating anything? Or did it make it worse or,",
Andrea Lytle,12:27,"Um, I would say as time went by, it got better. But at the beginning it was hard. But as time went by, we got, you know, started showing each other respect. Mm-Hmm. <affirmative>.",
Sara,12:41,"Um, so what were your parents or guardians feelings about, uh, desegregation even in the community?",
Andrea Lytle,12:47,"Okay. My mother was one of the seven mothers that, uh, went with, uh, the school board to try to integrate and also get transportation for their children to come, um, to the schools in their neighborhood instead of having to walk all the way across town. And, um, when I was in the first grade, second grade, my mother had to get transportation, a taxi. There was a black taxi driver named Boonie Fleming that would come and pick us up and take me to school and come back in the evenings and pick us up and take us home because my mother was a domestic worker, cleaning houses, um, until she went to school to get her CNA. And then she worked at the hospital. And the older kids, they were the ones that would, when we couldn't get transportation out, really after we got into the integrated schools, they would walk us to school and then go to the high school. And then, um, Beverly Carlton, Beverly Forney at the time, she and her sister and myself and Robert would walk to school together and we would meet after school and walk back home together from downtown Morganton.",
Sara,14:09,"Um, what would you say that some of your earliest memories of like desegregation?",
Andrea Lytle,14:16,"Well, my earliest memories, I remember when the, um, what the protestors were walking through downtown Morganton. Um, it was a peaceful protest and they came to the church that I still attend now, and that was Slave Chapel, Amy Zion Church. And all the blacks got together there and they marched through downtown Morganton and it was a peaceful march. And, uh, we came back and rallied out on the front steps of the church. So that was one of the fondest members.",
Sara,14:53,"When you transitioned, what stood out between like the segregated schools and then the integrated schools?",
Andrea Lytle,15:01,"Well, to be honest, in the segregated schools, um, I guess because I look at my life as living in poverty back during that time, my family, my, I had two parents. There were seven children, I was the middle of seven. And, uh, some of the blacks looked down on the blacks and, and that was a truthful thing, you know. Um, I had teachers that was hard on me, especially in the elementary school. I'm left-handed, I'm a south paw and they used to beat my hand, my knuckles, my left knuckles, and they going to force me to use my right hand. That was one of the things that I had to experience. You know, some of 'em was nice and these are black teachers, some was nice and some wasn't. And those are the things that sticks with me, you know? And then when I went off to college and came back to Morganton, oh, they was just, oh, I'm so proud of you and this, that and the other.",
,16:07,"And I'm saying, but what happened during my younger age? Why did I get abused? In a sense, that's what I felt. I was being abused. And so when I graduated from high school, um, well, I'll put it this way. When I got to Morganton High School and Reverend McIntosh, he was the algebra teacher and all that, and he also was the, helped the parents as they was forming their coalition or whatever you want to call it, he worked behind the scene with them, giving them directions and telling them what to do and how to address the issues that was at hand. And, um, he really walked the parents through going through the Board of education and doing their presentation, everything. A lot of people, um, in Burke County was not aware that he did this. And my parents, my parents from my neighborhood would always get a taxi, the same taxi that took me to school.",
,17:20,"He would pick them up in the evening and I would walk my mother up to Olive Hill school. That's where they met him, and he would take them to what they used to call Yellow Mountain Road. Now they call it, um, what is 126? And Reverend Mack would meet with these fam, these mothers in the basement of his house. And I do recall that on one night visit, there was a cross burnt up there in front of his house. And uh, that memory is still with me too. And so, uh, they had to be cautious and then they started utilizing the church. Um, and also because he worked for the school system, he had to play a, a low profile during that time. Mm-Hmm.",
Sara,18:11,"<affirmative>. Um, so take me through like a typical school day, um, when they were integrated, like interaction with classmates and after school activities or anything like that.",
Andrea Lytle,18:23,"Okay. In the beginning, in the classrooms, we weren't that acceptable at the beginning, but as time went on, it got better. Um, especially with the athletic teams, we would travel on the same bus going to, uh, games and stuff. And so it wasn't that bad. After, I would say after the first year, we, we started hanging out together, singing together, doing, you know, different things, meeting up at in the parks and stuff like that. But, uh, in the beginning, no <laugh>.",
Sara,19:02,"Um, so what were like the difference in resources between the schools?",
Andrea Lytle,19:07,"Okay. Um, in the elementary school we got hand-me-down books and stuff of that nature. And then when we got to the integrated schools, we had more materials and um, more access to materials and stuff like that. And books.",
Sara,19:26,"Mm-Hmm. <affirmative>. Um, so you said you played basketball.",
Andrea Lytle,19:30,Mm-Hmm. <affirmative>.,
Sara,19:30,"Um, did you do any other like, extracurricular activities?",
Andrea Lytle,19:34,What in high school?,
Sara,19:35,Mm-Hmm.,
Andrea Lytle,19:36,"<affirmative>. Um, no, I was just basketball and when I couldn't play the sports anymore because of my age, I did become a manager on the team. So I still got to travel with the team and be a part of that.",
Sara,19:52,"Um, so what support systems did you have?",
Andrea Lytle,19:56,"In the beginning? I thought I had none. Um, as time went by, uh, I think Reverend McIntosh and, um, Putman, I can't think of putts, uh, first name, but we call him Putt 'cause he gave me the name Hot Pockets <laugh>. And those was, uh, the ones that I could go to if I had a problem and I could talk to. And they kept me on the path that I was on throughout my high school education because after I got into high school, I started taking college prep, uh, to get into the colleges, I had to take foreign language. So I took Spanish. I had to take Algebra one and Algebra two, and I excelled on that. And I just said, okay, you're not as dumb as they think you are. <laugh> <laugh>.",
Sara,20:51,"Um, in your experience, did your family or friendship or community relationships change like when desegregation happened?",
Andrea Lytle,20:59,"Somewhat. Uh, because every time I would ask my mother, I said, why am I being treated like this? And it kind of hurt too. Um, she said, well, if you don't stop fighting and doing what you're doing, we're gonna have to send you to a reformatory school. And I said, really? And I said, okay. I said, I'm gonna try my best <laugh>. I said, but see, you are listening to one side of the story. And I really agree with you that the employment, the, the domestic housekeeping and all that that you were doing with the families in the community have an influence on you. And so you had to take it out on me. And being the middle child, I thought I was getting the worst of the worst <laugh>.",
Sara,21:55,"Um, is there like one person or event that like really stands out in your whole like, desegregation experience?",
Andrea Lytle,22:03,"There was a, um, physical education teacher. Her name, I think her name was Ms. Brenda. And she was like my mentor when I was in the ninth grade. And if I needed to talk to anybody, I could go to her and talk with her about issues. 'cause she used to tell me, she said, I'm gonna tell you something. That smile of yours is going to take you a long way. She said, don't let anybody put you down. And so anytime I had a problem, I would go talk with her.",
Sara,22:40,"Um, so describe any tensions you remember around, like, desegregation in your school or community and who was affected by them and kind of what happened?",
Andrea Lytle,22:52,"Um, I think a lot of us during the transition into the different schools, because I had brothers that was going to the high school, uh, sisters that went to the junior high. And this is why I'm still in elementary. And each one of them has a story. And just sitting down with my oldest brother, uh, his experience through the high school wasn't that great from what he shared with me. And I was telling him, I said, you need to go tell your story. And each of us I think has a story to tell, but I can't tell the story, like they could tell the story. Mm-Hmm. <affirmative>. So I think we all went through something at that time.",
Sara,23:40,"Um, did you have any experiences with discrimination outside of the school environment that you'd like to share about?",
Andrea Lytle,23:48,"Um, not really. I, I would say that when I did go off to college and Burke County sent a teacher to St. Augustine College, um, to do recruitment, I still had the anger in me, uh, through what Burke County had done to me. And, uh, because I still say they owe me an apology, you know? And to this day I have not received that. And uh, when the recruiter came to my school and was saying when she found out I was from Morganton, I'm going to tell you and be honest with you, I dressed, I had an afro, I put on blue jeans and the blue jean jacket trying to be militant <laugh>. And I, I went to the interview and she said, oh, so you're from Morganton? I said, yes. So you familiar with our school system? I said, yes. And she said, so how would you like to teach in Morganton? I said, no. She said, why? I said, well, if I tell you what happened to me, how many other black kids gonna have to go through that experience, you know, that I had to go through. And I shared with her and I said, well, I thank you for interviewing me, but no, I don't want to come back to Morganton at this time. So from undergrad to graduate school, I didn't look back to North Carolina. I kept going forward.",
,25:28,"Mm-Hmm, <affirmative>. Mm-Hmm, <affirmative>, um, what was it? Um, it's different now, but in my return back to Morganton, um, that was in 89, I applied with the school, school system and Careway, I don't know if a lot of people know, uh, Careway. I went to a junior high school, which was Morganton Junior High. And I put, well, he called me because he got my application, wanted to interview me. And when he did interview me, he said, we'll get back with you. And when he got back with me and he told me, he said, well, we would hire you, but there's a conflict of interest. And I'm saying, what is the conflict of interest? He said, well, the lady that works in our custodian department, she has children by your husband. I said, what that got to do with me? And he said, because of that, we can't hire you. That was a slap in the face. And so I, okay, I won't come. I said, I won't even apply for another job for Burk County School, given that it's like you tried to take me back. Okay. That's the way I looked at it.",
Sara,26:58,"Um, how did your experiences shape you into the person that you are today?",
Andrea Lytle,27:03,"My experience is that my faith in God is what carried me on through the process. Um, I prayed a lot. Um, like I said, I would talk to my mentor. Um, and so, and then I did some self talk. I kept telling myself, you are somebody, you can do whatever you put your mind to. And so I decided, I applied for college after, um, before I got outta high school. And I didn't get a scholarship the first year, but I was a walk-on for the basketball team at, um, St. Augustine College. And then my, after my first year, they gave me a scholarship. And so I played basketball. I took the graduate record exam and got accepted to Illinois State in normal Bloomington and went to graduate school there. Um, I, in my experience in college, it was good. I got accepted. Um, well, I was offered a job in Rochester, New York as a teacher.",
,28:20,"And then I got another acceptance at another school. I really wanted to be a physical therapist, but all the schools I applied to was full, and they had a waiting list. And so I said, well, since I got this graduate assistantship, why not go to graduate school? And so I went to Illinois State. Um, I was assistant coach on the basketball team, women's basketball team. I taught classes in the, uh, physical education department. I worked in the resource, resource lab and it was wonderful. And I said, now you can believe in yourself <laugh>. Now you can go back and tell your story. But it took me a while to tell this story. Okay. I kept it in bottle within me. But as time progressed and, uh, when I came back to Morganton, I ended up working at Broughton, um, as a case manager for the MR and MI team.",
,29:27,"And I worked with clients there. And then from there, there was a position open, um, at Blue Ridge Community Action. And I went there and I worked 30 years there as a case manager working with families, moving them out of poverty. 'cause I experienced poverty myself. And I still share my story with these clients that I worked with. And I retired five years ago. I'm 72 <laugh>. And, uh, I enjoyed the work so much that I continued to volunteer with Blue Ridge teaching financial literacy and teaching, um, the poverty class to move families outta poverty. So,",
Sara,30:15,"Um, what is important for people to know and understand about desegregation from your point of view?",
Andrea Lytle,30:21,"That it was not easy. It had impacted our lives. Um, some people has rose above it. Um, I think I have, because I accept, especially living in the inner city, I come to make relationships with all nationalities of people. And I accept people for whom they are. I don't look at their races or anything. They are human beings and I accept them for themself. Even the, um, what were the mons and the, uh, the Mexicans and all them, since I come back to Burke County, to me, they are just people, you know.",
Sara,31:10,"So on the final question, are there any other stories or thoughts you wanna share? Are there any questions you wish we had asked? Um,",
Andrea Lytle,31:19,"Well, I actually had an opportunity to go overseas and play basketball in the south of France. Um, I did that for a year. I took, I told my employer I was working with development developmentally handicapped adults at a center, and I was a program director writing programs for each of the clientele. And I said, I love this job. I said, but this is a once in a lifetime experience. I said, so can I take a sabbatical and go for about a year and then I'll come back? I promise you. He said, well, let me speak to the board. And they gave me six months at a time. And I said, he said, you just have to stay in contact with us. And I did that, and I had that opportunity and that experience. I lived in the south of France in a town called Antia and played basketball over the south of France and travel outside of that. So that was, that was neat. <laugh>.",
Sara,32:25,"Um, anything else you wanna share?",
Andrea Lytle,32:31,"No, I, I just know that my parents love me in their own special way and I love them. And I came back to North Carolina to take care of both my parents, even though I had siblings that lived here. They made me, um, what is it? Power of attorney of all their affairs. And that was one of the things that brought me back to North Carolina is to look after both of them and take care of all their finances and all that before they went on home to be with the Lord.",
Sara,33:03,"Um, thank you so much for your time and your story. After our interviews are transcribed, Dr. McKesson will contact you with further information and if you have any questions for her today, you can ask her on your way out.",
Andrea Lytle,33:14,Okay.,
Sara,33:15,Thank you so much.,
Andrea Lytle,33:18,Thank you. Welcome. Thank you. Thank you.,
