speaker,timestamp,words,tags
Claude Sitton,4:56,"Well, I can recall those days when I was growing up and attending Drexel School, and the African-American students that lived down on Zion Road and Tosse Jenkins over on Amherst Road - that group - all had to catch the bus, and they went by my house a whole lot earlier than I had to catch the school bus. Is that not the case with all of the students?",
W.F McIntosh,5:21,Right.,
Claude Sitton,5:22,So they had to get up and get out a whole lot earlier than the white students did to travel to the school.,
W.F McIntosh,5:29,"Right, and then from those same areas they had to come all the way to Morganton to get to Olive Hill High School, which is located on West Concord Street, which is now a staff development system for the Burke County Schools.",
Claude Sitton,5:45,"Now when you got there and started teaching, what were you teaching?",
W.F McIntosh,5:48,Math.,
Claude Sitton,5:51,And did you teach anything else at that time?,
W.F McIntosh,5:54,"Yes. I did physical education at the last period of the day because we didn't have a full-time P.E. teacher. And instead of giving me a free period, they filled in this P.E. class, which I had to take care of also.",
Claude Sitton,6:15,"All right. So that's how you got involved in the physical education; was in the last period teaching physical education, I guess.",
W.F McIntosh,6:23,"Right. Now we had another problem here. They did not have a typing department at Olive Hill, and having been a clerk typist and an administrator in the Army, I was very disturbed about that. So we got together with the PTA and the Alumni Association and rounded up some tables and chairs, and we went to the Army surplus place, which was up at Swannanoa at that particular time, and brought used typewriters for $10 a piece. And I taught typing after school in order for those youngsters to have typing. And then it surprised some of the board members that we didn't have typing in the curriculum at Olive Hill when it came out in the paper that we opened up this department. So, the next year they hired a full-time typing teacher.",
Claude Sitton,7:32,"Well, now, when did you start coaching?",
W.F McIntosh,7:35,First year I was here. That's what I came here for.,
Claude Sitton,7:39,"So, in other words, you were teaching math and teaching physical education, and teaching typing and coaching. So you had a full day and probably almost a full night, didn't you?",
W.F McIntosh,7:52,Almost.,
Claude Sitton,7:53,Yeah. All right. How many students were in Olive Hill when you came?,
W.F McIntosh,8:01,We had around 475.,
Claude Sitton,8:06,And that 475 came from the schools that you mentioned.,
W.F McIntosh,8:09,All the feeder schools.,
Claude Sitton,8:12,"And when you started playing football, who did you play?What schools did you play?",
W.F McIntosh,8:20,"Well, we had the old Northwestern Conference. That included Lenoir, Hickory, Canton, Statesville, Carver, and Wilkesboro … and Hendersonville.",
Claude Sitton,8:41,"Now, what year was it that you started again? … Teaching and coaching.",
W.F McIntosh,8:50,‘49.,
Claude Sitton,8:51,"Now, when did you first see Robert Robert Caldwell? He didn't graduate until ‘55 or ‘56 ... ‘57. So it was a few years before you saw him play again.",
W.F McIntosh,9:01,"Yeah, this young man grew up in Philadelphia more or less. But the unique thing about it, his mother and my wife [are] first cousins. And that's how I got connected with his family. So when I was in grad school at Temple University in Philadelphia, I would always go around to see his daddy and mama, and they fed me.",
Claude Sitton,9:29,"Oh, so that's the reason you put on a few pounds, I guess. … Well, while we're talking about Robert, did you teach him all he was able to learn about playing ball and math?",
W.F McIntosh,9:46,"Well, he made all conference and played in the Shrine Bowl, so I think it was a little effective on him.",
Claude Sitton,9:53,"Well, let me pan over here and see if he's even got a smile for that. (Camera pans to Robert Caldwell) (To Robert Caldwell) What year was it, Robert, that you played in the Shrine Bowl?",
Robert Caldwell,10:00,1957,
Claude Sitton,10:02,And where was that game?,
Robert Caldwell,10:04,Durham.,
Claude Sitton,10:05,And who did you play? What other schools and what other people were in it?,
Robert Caldwell,10:10,It was North and South.,
Claude Sitton,10:16,Was there another player that Coach Mac taught and coached that was also in the Shrine Bowl for a year?,
Robert Caldwell,10:26,"Yeah, Locke Whiteside. He's deceased now.",
Claude Sitton,10:29,But the two of you played.,
Robert Caldwell,10:30,Right.,
Claude Sitton,10:31,So is it true that Coach Mack is responsible for you being a star?,
Robert Caldwell,10:37,"Well, he had some part in it.",
Claude Sitton,10:39,"(Laughs) (To W.F McIntosh) He won't give you all the credit you’re entitled to, will he?",
,10:46,"Now, is it true that you two gentlemen live anywhere near each other now?",
W.F McIntosh,10:51,Right across the road.,
Claude Sitton,10:53,And how long has that happened?,
W.F McIntosh,10:55,40 years.,
Claude Sitton,10:57,40 years.,
W.F McIntosh,10:58,"In fact, I don't remember years. (Laughs)",
Claude Sitton,11:01,"Now, while we're talking about your family feeding him - Robert - why don't you tell me the story about when you tried to call him over to your house one time to come over there and how you finally got him over there. I'd like to hear that story.",
Robert Caldwell,11:17,"We used to have cookouts regularly; neighborhood cookouts. Bob, his brother-in-law - we were sitting up in the woods one day. That's what we called our park area … And he was riding a lawnmower. ‘Supposed to be cutting grass, but he cut it in shade all the time. We kept calling, “Mike, Mike, come on up, come on.” He'd ignore us. I told Bob, I said, “I know how to get him up here.” I got some pine needles and started a fire. And I don't know how he got up there as fast as he did, but he thought we were cooking.",
Claude Sitton,11:55,"Oh, and he saw the smoke.",
Robert Caldwell,,(Laughs) That's right.,
Claude Sitton,11:57,"(Camera pans to W.F McIntosh) (To W.F McIntosh) You got any defense to that, Coach?",
W.F McIntosh,12:00,None whatsoever. (Laughs),
Claude Sitton,12:03,So you've always been led by a little smoke to...,
W.F McIntosh,12:06,"Right, I saw that smoke coming up through the treetops and all, and I said, “They're cooking up there.” I cut the lawnmower off and slipped on up the highway and came on up through the woods and didn't see any food out there. They were burning pine straw.",
Claude Sitton,12:22,"What a trick, what a trick.",
W.F McIntosh,12:24,"Yes, they tricked me on that one.",
Claude Sitton,12:27,"Well, now, tell us a little bit more about the school system. We're going to put this exhibit out for the African American Exhibit in February. This is 2012, and we're going to put it out for people here. So tell us a little bit about the school system and what kind of area you had and just where Olive Hill is located here in Morganton.",
W.F McIntosh,12:51,"Well, that's the corner of West Concord and New Street. And we had a wonderful time over there because we emphasized excellence, and everything had to be in top order. And we had a wonderful group of teachers that supported the program, and we had a Class A glee club, Class A band, and that was something else they didn't have at Olive Hill when I got there, so I got permission.",
Claude Sitton,13:30,A band?,
W.F McIntosh,13:31,Yes.,
Claude Sitton,13:31,"All right, tell us about that.",
W.F McIntosh,13:33,"Well, I got permission to start a band drive. And the Rotary Club gave the first dollar to the band drive. They were excited about it, too. And the citizens put together the funds to start this first band. And, of course, we had [a] Homecoming Parade. We set that up, and we put six and seven thousand people downtown for the Olive Hill Homecoming Parade, which was held on a Thursday prior to the Homecoming game. And that was a great community project because everybody in the surrounding areas - in town and everything - supplied the money to start that band with. And then it just exploded, and it went everywhere. And we were very proud of that, and the people waited every year for their Homecoming Parade because the unique thing about it, all the member schools of the Northwestern Conference that had bands would come and participate in our Homecoming Parade, and likewise, our band would go and participate in their Homecoming Parade. So they saw six or seven bands in the Homecoming Parade.",
Claude Sitton,14:54,"Now, if I recall, when I think I was in the 8th grade, I was in the Drexel Band. I played the snare drums. And the thing that impressed me with the Olive Hill School band was the High Steppers. Whoever the band director was had all those band members stepping high, if I recall, did they not? Particularly the majorettes and all. They had about as high a step as I see now in some of the military cadences on TV. Is that not correct?",
W.F McIntosh,15:32,"We had several band directors, but the one that stood out more than the other ones was Roy McCullough, Jr., who was a member of the band at A&T. And he integrated the procedures from the A&T band, which was one of the outstanding bands in the country, and put all that into Olive Hill Band, and that's what made them so exceptional. And when he left here, he became band director at Benedict Cards in Columbia. And they had a high-stepping band and all that, so that was wonderful.",
Claude Sitton,16:10,"Well, now, refresh my recollection. Wasn't there one by the name of Mara?",
W.F McIntosh,16:16,Ed Mara?,
Claude Sitton,16:17,"Ed, yes.",
W.F McIntosh,16:18,He was a drum major.,
Claude Sitton,16:19,Okay. Tell me a little bit about that.,
W.F McIntosh,16:22,Bruce Levin was a drum major. And they put on a show.,
Claude Sitton,16:28,"Okay, that's what I recall, seeing a show that they could put on.",
W.F McIntosh,16:32,"Down on the square doing the parade. And I said, we had 6,000 and 7,000 people downtown.",
Claude Sitton,16:39,"Well, now, I believe Evelyn Mara became the wife of...",
W.F McIntosh,16:44,Ed Mara.,
Claude Sitton,16:44,Yeah. We have some artifacts here at the museum that she has given us.,
W.F McIntosh,16:49,"They were both members of my church, at Green Street Presbyterian Church.",
Claude Sitton,16:54,"Now, was Robert ever in the band, or was he always throwing and kicking that football?",
W.F McIntosh,16:58,"He was our little singer. Wanted to hit somebody, well, and he was in the singing group and all that, but he was a rough and tough, crunchy boy.",
Claude Sitton,17:07,Okay.,
W.F McIntosh,17:08,Raised up in the city.,
Claude Sitton,17:10,"Okay. Now, Robert's wife, Ola, she worked at the school at one time, did she not?",
W.F McIntosh,17:22,"She graduated from Olive Hill, and then she became the school secretary.",
Claude Sitton,17:26,Okay.,
W.F McIntosh,17:28,She went to school in New Jersey prior to coming back here. Her family and all were here. And then she was a basketball star.,
Claude Sitton,17:38,She was?,
W.F McIntosh,17:39,"Oh, yes.",
Claude Sitton,17:40,"Well, now, we always... Robert and I tease her about being a member of the Francis family. She says they were the best-looking family in the whole county. Any truth to that?",
W.F McIntosh,17:51,"I can vouch for that. It was a nice-looking group of people. Oh, come on.",
Claude Sitton,17:59,"Now, many may say it was the McIntyres. I mean the McGintys.",
W.F McIntosh,18:04,"They were fine-looking people. Oh, yeah. And her brothers and all tried to excel in what they were doing and their looks and so forth. They were very particular about their appearance.",
Claude Sitton,18:17,"Yeah. Well, now, in some of these games, did anything unusual ever take place, either at Olive Hill or any of the other schools that you recall, that Robert might recall?",
W.F McIntosh,18:30,"Well, back in the days... See, the state now requires that you have police protection at the game. And back in the days when this was not a requirement, we had all football games and whatnot. It was nothing for fights to break out. And you had to be very careful with your players that they didn't get involved in this and get hurt. Something going on up in the stands.",
,19:00,"But now there's taking on a different attitude because I know at Freedom, we had to spend quite a bit of money just paying the people to work at the game, including three and four policemen on duty, which was good for the public protection. And people have grown up now and matured. But sometimes you see it on TV, you think they're going back to the same thing. But you don't have near the structure going on now that you had back in then.",
Claude Sitton,19:36,"You didn't have the protection. Now, you know because you ended up, after segregation ended and integration became a part, you went to Freedom and were a coach and administrator there, were you not?",
W.F McIntosh,19:49,I wasn't a coach at Freedom. I was an administrator. I went to Morganton High. And I ended up there as the line coach. We coached Broome for several years.,
Claude Sitton,20:02,"That was Earl Broome, was it not?",
W.F McIntosh,20:03,Right. And then I became the building principal.,
Claude Sitton,20:07,"Right. Well, now, Robert, while we're on this topic about things taking place, anything in particular at any school or any game that you recall that you can tell us about Coach Mack and the other football players?",
W.F McIntosh,20:21,"Yeah, I can remember, as he said, back in the day, under the Gastonia, I believe we were playing, or Belmont. Anyway, there wasn't any scores until the second half and we came out and wore them out. Maybe like that one bit. After the game, they started throwing bricks and pangs at the bus.",
Claude Sitton,20:45,People in the stands?,
W.F McIntosh,20:46,"Back in the day, Coach Mack jumped off a 15-foot wall. You boys better come on! You better come on!",
Claude Sitton,20:58,To get away from the bricks.,
W.F McIntosh,20:59,I never will forget that.,
Claude Sitton,21:03,I bet not.,
W.F McIntosh,21:05,That got pretty serious because they broke in the gym and cut up other boys' clothes.,
Claude Sitton,21:12,"Oh, goodness.",
W.F McIntosh,21:12,And broke a glass out of the bus.,
Claude Sitton,21:15,"They were poor losers, were they not?",
W.F McIntosh,21:18,"Exactly, and I laid it to them legally-wise.",
Claude Sitton,21:23,"Oh, good.",
W.F McIntosh,21:24,"So they had to pay for the boys' clothes and they had to pay the bus company for that. Because we didn't do that type of thing when people came to play us here. The fans were very, very good and good rapport and everything. I expected the same thing going to other teams. Hickory was bad about fighting and we just didn't uphold that type of thing.",
Claude Sitton,21:55,"Well, now let me ask you something. Recently, you and I were talking about the days of segregation and there was a young student with us, a senior in high school. He did not realize that the schools had been segregated up until Brown vs. Board of Education. So tell us a little bit about that and also tell us a little bit about the difference in the schools and uniforms and fields and so on at that time. Were they really equal, the Blacks and the whites?",
W.F McIntosh,22:35,"Well, we played all other games in the Morganton High Stadium and we were part of the Morganton City Schools. But we didn't have a stadium of our own. But we practiced at a site across from the school and then owned by Drexel Furniture Company. And then when they expanded the Drexel Furniture Company to plant over there, we had to go down to Mountain View Recreation Center and practice.",
Claude Sitton,23:06,"That's on the other side of Morganton, on the side of town.",
W.F McIntosh,23:09,"Right, and the school system built us some dressing rooms. Now we had the best dressing rooms in the county because they built them under the Mountain View School there. But our boys had to walk all the way across town to go to football practice. And by the time we got dressed and got on the field to practice, the boys at Morganton High were through practice and going home.",
Claude Sitton,23:36,"Well, maybe that's the reason that you were in better shape and beat a lot of the opponents.",
W.F McIntosh,23:41,"Well, that could be a part of it, too. But that disadvantaged us.",
Claude Sitton,23:49,"Well now, Robert, let me ask you as a participant and as a player, do you feel like that you got as good a uniform and equipment as you saw at some of the other schools?",
Robert Caldwell,24:03,"No, we got our first new uniforms in 1956. We were playing North Wilkesboro, and we didn't get them until halftime. The principal at that time was J.V. Morris, and he brought the uniforms to the game, and we changed at halftime. The other uniform we used was Morganton High School's old uniform. We had to put tape around the legs of them so that they'd fit us, and they would just...",
Claude Sitton,24:32,Tape the pads in.,
Robert Caldwell,24:33,Right.,
Claude Sitton,24:34,"Well, that's a shame, but I just wanted to point it out because now I look back and see it and think, well, why didn't we do better? But it was one of those days that it just didn't happen.",
Robert Caldwell,24:46,Our first new uniforms we ever had was in 1956 in North Wilkesboro.,
W.F McIntosh,24:55,And the School for the Deaf provided us with our shoes.,
Claude Sitton,24:59,Is that right?,
W.F McIntosh,25:00,"Coach Doug Howard was very good to us, and he saw to it that we got shoes and things for the players.",
Claude Sitton,25:07,"Well, I'll be sure and tell him. He is president of our Sunday school class, so I'll be sure and pass that along to him now.",
W.F McIntosh,25:13,"Yeah, well, he was very good to us, and Earl Broome was good to us, providing us with things that we needed. We didn't have the funds to buy them. We didn't recognize or realize that much fundraising at the game because of the number of people attending, so here we were caught across the barrel.",
Robert Caldwell,25:39,"Well, another incident that happened, too, was a misfortune. We were in North Wilkesboro, and Johnny Largen, who was an outstanding athlete, football player, hurt his right foot. Well, he was on the sideline, and Coach Mac took his shoe off, and Johnny had lost a toe scraping the baseball field down Mountain View. And Coach Mack grabbed that sock and started trying to get that toe to fall out.",
W.F McIntosh,26:15,"He did not know he'd lost it. He didn't know he'd lost it. We tried to get that toe so it could be reattached to his foot, and somebody tapped me on the shoulder and said, He doesn't have a toe. Oh, gosh.",
Claude Sitton,26:28,"That reminds me, I had a classmate in Drexel that had lost his index finger. His brother, when he was a kid, was chopping wood, and Roy was holding the stick of wood, and his brother came down with the axe and cut off his finger. But he was a great ball player and could use those other fingers and grip a bat, throw a ball, and do a whole lot of things. So I guess you learned to do a lot of things.",
W.F McIntosh,26:56,"Well, one other thing I would need to point out here. Now, when I graduated from Johnson C. Smith, I couldn't go to... When I said I couldn't, black teachers could not go to a graduate school in North Carolina. That's why many in my generation ended up at New York University, Columbia University. And I went to Temple in Philadelphia. And we had to go out of state to get graduate courses. And we got through with all of that and got back here and things started settling down. Then everything opened up. So I ended up also going to Appalachian because...",
